"Adams Car Assembly (Adams 2019)"
	"2019-11-"	"2 21:42:24"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"chassis_accelerations"	"User Result"	"     (N/A)"	"     (N/A)"	"Chassis Accelerations"

".horus.simu100max_swept.chassis_accelerations.TIME"	".horus.simu100max_swept.chassis_accelerations.longitudinal"	".horus.simu100max_swept.chassis_accelerations.lateral"	".horus.simu100max_swept.chassis_accelerations.vertical"	".horus.simu100max_swept.chassis_accelerations.corrected_lateral"	".horus.simu100max_swept.chassis_accelerations.roll"	".horus.simu100max_swept.chassis_accelerations.pitch"	".horus.simu100max_swept.chassis_accelerations.yaw"
4.900000e-01	6.533434e-06	-1.386416e-07	-1.784801e-07	2.510029e-04	6.477367e-06	4.375079e-05	0.000000e+00
5.000000e-01	6.485626e-06	-1.388482e-07	-1.988601e-07	2.510027e-04	6.258836e-06	4.267934e-05	0.000000e+00
5.100000e-01	6.437889e-06	-1.389337e-07	-2.172435e-07	2.510025e-04	6.026736e-06	4.151642e-05	0.000000e+00
5.200000e-01	6.390233e-06	-1.389060e-07	-2.335776e-07	2.510025e-04	5.783590e-06	4.029759e-05	0.000000e+00
5.300000e-01	6.342665e-06	-1.387726e-07	-2.478415e-07	2.510026e-04	0.000000e+00	3.904538e-05	0.000000e+00
5.400000e-01	6.295190e-06	-1.385410e-07	-2.600408e-07	2.510028e-04	0.000000e+00	3.777230e-05	0.000000e+00
5.500000e-01	6.247815e-06	-1.382190e-07	-2.702042e-07	2.510031e-04	0.000000e+00	3.648341e-05	0.000000e+00
5.600000e-01	6.200546e-06	-1.378138e-07	-2.783796e-07	2.510035e-04	0.000000e+00	3.517804e-05	0.000000e+00
5.700000e-01	6.153387e-06	-1.373325e-07	-2.846313e-07	2.510040e-04	0.000000e+00	3.385192e-05	0.000000e+00
5.800000e-01	6.106341e-06	-1.367817e-07	-2.890362e-07	2.510045e-04	0.000000e+00	3.249891e-05	0.000000e+00
5.900000e-01	6.059413e-06	-1.361684e-07	-2.916820e-07	2.510051e-04	0.000000e+00	3.111228e-05	0.000000e+00
6.000000e-01	6.012605e-06	-1.354989e-07	-2.926646e-07	2.510058e-04	0.000000e+00	2.968540e-05	0.000000e+00
6.100000e-01	5.965920e-06	-1.347791e-07	-2.920865e-07	2.510066e-04	0.000000e+00	2.821267e-05	0.000000e+00
6.200000e-01	5.919360e-06	-1.340153e-07	-2.900548e-07	2.510074e-04	0.000000e+00	2.669022e-05	0.000000e+00
6.300000e-01	5.872927e-06	-1.332128e-07	-2.866801e-07	2.510082e-04	0.000000e+00	2.511612e-05	0.000000e+00
6.400000e-01	5.826622e-06	-1.323769e-07	-2.820751e-07	2.510091e-04	0.000000e+00	2.349042e-05	0.000000e+00
6.500000e-01	5.780448e-06	-1.315130e-07	-2.763530e-07	2.510100e-04	0.000000e+00	2.181553e-05	0.000000e+00
6.600000e-01	5.734403e-06	-1.306258e-07	-2.696278e-07	2.510109e-04	0.000000e+00	2.009563e-05	0.000000e+00
6.700000e-01	5.688490e-06	-1.297197e-07	-2.620127e-07	2.510119e-04	0.000000e+00	1.833717e-05	0.000000e+00
6.800000e-01	5.642708e-06	-1.287993e-07	-2.536190e-07	2.510128e-04	0.000000e+00	1.654801e-05	0.000000e+00
6.900000e-01	5.597060e-06	-1.278681e-07	-2.445567e-07	2.510138e-04	0.000000e+00	1.473768e-05	0.000000e+00
7.000000e-01	5.551543e-06	-1.269301e-07	-2.349328e-07	2.510148e-04	0.000000e+00	1.291675e-05	0.000000e+00
7.100000e-01	5.506159e-06	-1.259886e-07	-2.248517e-07	2.510158e-04	0.000000e+00	1.109664e-05	0.000000e+00
7.200000e-01	5.460907e-06	-1.250470e-07	-2.144141e-07	2.510168e-04	0.000000e+00	9.289278e-06	0.000000e+00
7.300000e-01	5.415789e-06	-1.241076e-07	-2.037168e-07	2.510178e-04	0.000000e+00	7.507026e-06	0.000000e+00
7.400000e-01	5.370803e-06	-1.231734e-07	-1.928529e-07	2.510188e-04	0.000000e+00	5.761963e-06	0.000000e+00
7.500000e-01	5.325949e-06	-1.222467e-07	-1.819107e-07	2.510198e-04	0.000000e+00	0.000000e+00	0.000000e+00
7.600000e-01	5.281228e-06	-1.213294e-07	-1.709736e-07	2.510208e-04	0.000000e+00	0.000000e+00	0.000000e+00
7.700000e-01	5.236637e-06	-1.204232e-07	-1.601203e-07	2.510217e-04	0.000000e+00	0.000000e+00	0.000000e+00
7.800000e-01	5.192178e-06	-1.195296e-07	-1.494243e-07	2.510227e-04	0.000000e+00	0.000000e+00	0.000000e+00
7.900000e-01	5.147849e-06	-1.186499e-07	-1.389532e-07	2.510236e-04	0.000000e+00	0.000000e+00	0.000000e+00
8.000000e-01	5.103652e-06	-1.177851e-07	-1.287697e-07	2.510246e-04	0.000000e+00	0.000000e+00	0.000000e+00
8.100000e-01	5.059584e-06	-1.169362e-07	-1.189302e-07	2.510255e-04	0.000000e+00	0.000000e+00	0.000000e+00
8.200000e-01	5.015646e-06	-1.161034e-07	-1.094858e-07	2.510264e-04	0.000000e+00	0.000000e+00	0.000000e+00
8.300000e-01	4.971836e-06	-1.152873e-07	-1.004816e-07	2.510272e-04	0.000000e+00	-6.536623e-06	0.000000e+00
8.400000e-01	4.928156e-06	-1.144879e-07	0.000000e+00	2.510281e-04	0.000000e+00	-7.384749e-06	0.000000e+00
8.500000e-01	4.884604e-06	-1.137055e-07	0.000000e+00	2.510289e-04	0.000000e+00	-8.113729e-06	0.000000e+00
8.600000e-01	4.841180e-06	-1.129397e-07	0.000000e+00	2.510298e-04	0.000000e+00	-8.723394e-06	0.000000e+00
8.700000e-01	4.797882e-06	-1.121900e-07	0.000000e+00	2.510306e-04	0.000000e+00	-9.213872e-06	0.000000e+00
8.800000e-01	4.754712e-06	-1.114560e-07	0.000000e+00	2.510314e-04	0.000000e+00	-9.587042e-06	0.000000e+00
8.900000e-01	4.711669e-06	-1.107374e-07	0.000000e+00	2.510321e-04	0.000000e+00	-9.845503e-06	0.000000e+00
9.000000e-01	4.668752e-06	-1.100339e-07	0.000000e+00	2.510329e-04	0.000000e+00	-9.992815e-06	0.000000e+00
9.100000e-01	4.625962e-06	-1.093436e-07	0.000000e+00	2.510336e-04	0.000000e+00	-1.003309e-05	0.000000e+00
9.200000e-01	4.583298e-06	-1.086659e-07	0.000000e+00	2.510343e-04	0.000000e+00	-9.971806e-06	0.000000e+00
9.300000e-01	4.540758e-06	-1.080005e-07	0.000000e+00	2.510351e-04	0.000000e+00	-9.814305e-06	0.000000e+00
9.400000e-01	4.498345e-06	-1.073461e-07	0.000000e+00	2.510358e-04	0.000000e+00	-9.567129e-06	0.000000e+00
9.500000e-01	4.456058e-06	-1.067013e-07	0.000000e+00	2.510364e-04	0.000000e+00	-9.236924e-06	0.000000e+00
9.600000e-01	4.413895e-06	-1.060653e-07	0.000000e+00	2.510371e-04	0.000000e+00	-8.830622e-06	0.000000e+00
9.700000e-01	4.371859e-06	-1.054373e-07	0.000000e+00	2.510378e-04	0.000000e+00	-8.355727e-06	0.000000e+00
9.800000e-01	4.329948e-06	-1.048157e-07	0.000000e+00	2.510385e-04	0.000000e+00	-7.819781e-06	0.000000e+00
9.900000e-01	4.288163e-06	-1.042000e-07	0.000000e+00	2.510391e-04	0.000000e+00	-7.230383e-06	0.000000e+00
1.000000e+00	4.246504e-06	-1.035887e-07	0.000000e+00	2.510398e-04	0.000000e+00	-6.595281e-06	0.000000e+00
1.010000e+00	4.215992e-06	-7.286570e-06	0.000000e+00	2.438399e-04	-9.641688e-03	-2.271123e-05	4.929801e-03
1.020000e+00	4.199444e-06	-1.701494e-05	0.000000e+00	2.340721e-04	-1.314410e-02	-2.927431e-05	1.195530e-02
1.030000e+00	4.169949e-06	-2.795214e-05	0.000000e+00	2.230649e-04	-1.786788e-02	-3.396726e-05	1.872136e-02
1.040000e+00	4.140608e-06	-3.918057e-05	-1.043893e-07	2.117302e-04	-2.135992e-02	-3.630392e-05	2.485369e-02
1.050000e+00	4.110561e-06	-5.066902e-05	-1.132028e-07	2.000948e-04	-2.391385e-02	-3.667335e-05	3.054932e-02
1.060000e+00	4.080202e-06	-6.260332e-05	-1.199839e-07	1.879696e-04	-2.588496e-02	-3.578921e-05	3.603671e-02
1.070000e+00	4.050076e-06	-7.519509e-05	-1.257942e-07	1.751405e-04	-2.755205e-02	-3.422440e-05	4.144836e-02
1.080000e+00	4.020444e-06	-8.862898e-05	-1.314151e-07	1.614201e-04	-2.910546e-02	-3.236760e-05	4.683345e-02
1.090000e+00	3.991334e-06	-1.030565e-04	-1.373627e-07	1.466545e-04	-3.066706e-02	-3.047969e-05	5.219544e-02
1.100000e+00	3.962676e-06	-1.186009e-04	-1.439413e-07	1.307177e-04	-3.230952e-02	-2.873754e-05	5.752080e-02
1.110000e+00	3.934386e-06	-1.353633e-04	-1.512959e-07	1.135057e-04	-3.406939e-02	-2.725058e-05	6.279452e-02
1.120000e+00	3.906401e-06	-1.534262e-04	-1.594546e-07	9.493291e-05	-3.595606e-02	-2.607637e-05	6.800618e-02
1.130000e+00	3.878680e-06	-1.728575e-04	-1.683673e-07	7.492823e-05	-3.795881e-02	-2.522757e-05	7.315108e-02
1.140000e+00	3.851212e-06	-1.937130e-04	-1.779339e-07	5.343215e-05	-4.005306e-02	-2.468584e-05	7.822932e-02
1.150000e+00	3.823996e-06	-2.160401e-04	-1.880300e-07	3.039394e-05	-4.220607e-02	-2.441311e-05	8.324429e-02
1.160000e+00	3.797050e-06	-2.398795e-04	-1.985243e-07	5.769111e-06	-4.438188e-02	-2.436325e-05	8.820124e-02
1.170000e+00	3.770390e-06	-2.652679e-04	-2.092939e-07	-2.048249e-05	-4.654523e-02	-2.448743e-05	9.310615e-02
1.180000e+00	3.744042e-06	-2.922389e-04	-2.202298e-07	-4.839817e-05	-4.866453e-02	-2.474653e-05	9.796501e-02
1.190000e+00	3.718031e-06	-3.208247e-04	-2.312425e-07	-7.801335e-05	-5.071361e-02	-2.510709e-05	1.027833e-01
1.200000e+00	3.692377e-06	-3.510560e-04	-2.422610e-07	-1.093620e-04	-5.267265e-02	-2.554878e-05	1.075658e-01
1.210000e+00	3.667108e-06	-3.829626e-04	-2.532303e-07	-1.424771e-04	-5.452824e-02	-2.606033e-05	1.123164e-01
1.220000e+00	3.642241e-06	-4.165734e-04	-2.641081e-07	-1.773903e-04	-5.627293e-02	-2.663949e-05	1.170383e-01
1.230000e+00	3.617799e-06	-4.519163e-04	-2.748615e-07	-2.141321e-04	-5.790439e-02	-2.728577e-05	1.217341e-01
1.240000e+00	3.593803e-06	-4.890179e-04	-2.854598e-07	-2.527318e-04	-5.942435e-02	-2.800714e-05	1.264056e-01
1.250000e+00	3.570273e-06	-5.279037e-04	-2.958737e-07	-2.932172e-04	-6.083754e-02	-2.880882e-05	1.310544e-01
1.260000e+00	3.547230e-06	-5.685979e-04	-3.060706e-07	-3.356144e-04	-6.215067e-02	-2.969803e-05	1.356815e-01
1.270000e+00	3.524693e-06	-6.111230e-04	-3.160150e-07	-3.799480e-04	-6.337151e-02	-3.067790e-05	1.402880e-01
1.280000e+00	3.502683e-06	-6.555001e-04	-3.256650e-07	-4.262408e-04	-6.450820e-02	-3.175157e-05	1.448747e-01
1.290000e+00	3.481223e-06	-7.017488e-04	-3.349749e-07	-4.745143e-04	-6.556870e-02	-3.291801e-05	1.494422e-01
1.300000e+00	3.460335e-06	-7.498873e-04	-3.438950e-07	-5.247881e-04	-6.656039e-02	-3.417360e-05	1.539913e-01
1.310000e+00	3.440043e-06	-7.999323e-04	-3.523729e-07	-5.770804e-04	-6.748989e-02	-3.551425e-05	1.585225e-01
1.320000e+00	3.420365e-06	-8.518992e-04	-3.603550e-07	-6.314080e-04	-6.836294e-02	-3.693496e-05	1.630365e-01
1.330000e+00	3.401330e-06	-9.058023e-04	-3.677893e-07	-6.877863e-04	-6.918443e-02	-3.842541e-05	1.675342e-01
1.340000e+00	3.382964e-06	-9.616545e-04	-3.746246e-07	-7.462297e-04	-6.995845e-02	-3.998315e-05	1.720160e-01
1.350000e+00	3.365289e-06	-1.019468e-03	-3.808152e-07	-8.067511e-04	-7.068838e-02	-4.159958e-05	1.764828e-01
1.360000e+00	3.348334e-06	-1.079254e-03	-3.863190e-07	-8.693628e-04	-7.137706e-02	-4.327322e-05	1.809354e-01
1.370000e+00	3.332129e-06	-1.141022e-03	-3.911008e-07	-9.340758e-04	-7.202688e-02	-4.500205e-05	1.853743e-01
1.380000e+00	3.316697e-06	-1.204782e-03	-3.951337e-07	-1.000901e-03	-7.263993e-02	-4.678072e-05	1.898005e-01
1.390000e+00	3.302071e-06	-1.270543e-03	-3.983968e-07	-1.069847e-03	-7.321805e-02	-4.861336e-05	1.942145e-01
1.400000e+00	3.288277e-06	-1.338312e-03	-4.008779e-07	-1.140923e-03	-7.376297e-02	-5.050191e-05	1.986171e-01
1.410000e+00	3.275351e-06	-1.408097e-03	-4.025729e-07	-1.214137e-03	-7.427634e-02	-5.244950e-05	2.030089e-01
1.420000e+00	3.263318e-06	-1.479905e-03	-4.034857e-07	-1.289497e-03	-7.475974e-02	-5.446306e-05	2.073906e-01
1.430000e+00	3.252213e-06	-1.553743e-03	-4.036292e-07	-1.367011e-03	-7.521476e-02	-5.654867e-05	2.117627e-01
1.440000e+00	3.242071e-06	-1.629616e-03	-4.030238e-07	-1.446683e-03	-7.564297e-02	-5.871321e-05	2.161260e-01
1.450000e+00	3.232925e-06	-1.707529e-03	-4.016973e-07	-1.528521e-03	-7.604593e-02	-6.096733e-05	2.204808e-01
1.460000e+00	3.224802e-06	-1.787488e-03	-3.996869e-07	-1.612529e-03	-7.642519e-02	-6.331543e-05	2.248278e-01
1.470000e+00	3.217748e-06	-1.869498e-03	-3.970354e-07	-1.698713e-03	-7.678225e-02	-6.577010e-05	2.291674e-01
1.480000e+00	3.211793e-06	-1.953562e-03	-3.937939e-07	-1.787078e-03	-7.711859e-02	-6.833768e-05	2.335000e-01
1.490000e+00	3.206975e-06	-2.039684e-03	-3.900199e-07	-1.877628e-03	-7.743563e-02	-7.102837e-05	2.378261e-01
1.500000e+00	3.203328e-06	-2.127869e-03	-3.857792e-07	-1.970367e-03	-7.773473e-02	-7.384727e-05	2.421461e-01
1.510000e+00	3.200892e-06	-2.218119e-03	-3.811419e-07	-2.065298e-03	-7.801717e-02	-7.680358e-05	2.464603e-01
1.520000e+00	3.199706e-06	-2.310437e-03	-3.761853e-07	-2.162426e-03	-7.828416e-02	-7.990478e-05	2.507691e-01
1.530000e+00	3.199811e-06	-2.404827e-03	-3.709935e-07	-2.261752e-03	-7.853685e-02	-8.315354e-05	2.550729e-01
1.540000e+00	3.201243e-06	-2.501290e-03	-3.656551e-07	-2.363280e-03	-7.877629e-02	-8.655876e-05	2.593720e-01
1.550000e+00	3.204045e-06	-2.599829e-03	-3.602641e-07	-2.467012e-03	-7.900347e-02	-9.012515e-05	2.636667e-01
1.560000e+00	3.208262e-06	-2.700447e-03	-3.549207e-07	-2.572951e-03	-7.921930e-02	-9.385400e-05	2.679571e-01
1.570000e+00	3.213933e-06	-2.803145e-03	-3.497291e-07	-2.681098e-03	-7.942462e-02	-9.775197e-05	2.722438e-01
1.580000e+00	3.221099e-06	-2.907924e-03	-3.447986e-07	-2.791456e-03	-7.962022e-02	-1.018190e-04	2.765267e-01
1.590000e+00	3.229807e-06	-3.014787e-03	-3.402422e-07	-2.904027e-03	-7.980682e-02	-1.060585e-04	2.808063e-01
1.600000e+00	3.240102e-06	-3.123735e-03	-3.361771e-07	-3.018812e-03	-7.998509e-02	-1.104717e-04	2.850827e-01
1.610000e+00	3.252025e-06	-3.234769e-03	-3.327242e-07	-3.135812e-03	-8.015565e-02	-1.150593e-04	2.893562e-01
1.620000e+00	3.265629e-06	-3.347891e-03	-3.300065e-07	-3.255029e-03	-8.031908e-02	-1.198229e-04	2.936269e-01
1.630000e+00	3.280954e-06	-3.463100e-03	-3.281522e-07	-3.376463e-03	-8.047592e-02	-1.247608e-04	2.978950e-01
1.640000e+00	3.298052e-06	-3.580399e-03	-3.272900e-07	-3.500117e-03	-8.062666e-02	-1.298743e-04	3.021606e-01
1.650000e+00	3.316968e-06	-3.699789e-03	-3.275517e-07	-3.625991e-03	-8.077177e-02	-1.351637e-04	3.064241e-01
1.660000e+00	3.337758e-06	-3.821269e-03	-3.290707e-07	-3.754085e-03	-8.091168e-02	-1.406265e-04	3.106854e-01
1.670000e+00	3.360464e-06	-3.944841e-03	-3.319831e-07	-3.884401e-03	-8.104680e-02	-1.462640e-04	3.149448e-01
1.680000e+00	3.385142e-06	-4.070505e-03	-3.364256e-07	-4.016939e-03	-8.117750e-02	-1.520739e-04	3.192023e-01
1.690000e+00	3.411844e-06	-4.198262e-03	-3.425359e-07	-4.151700e-03	-8.130413e-02	-1.580565e-04	3.234581e-01
1.700000e+00	3.440620e-06	-4.328112e-03	-3.504528e-07	-4.288685e-03	-8.142702e-02	-1.642106e-04	3.277123e-01
1.710000e+00	3.471526e-06	-4.460056e-03	-3.603157e-07	-4.427893e-03	-8.154646e-02	-1.705362e-04	3.319650e-01
1.720000e+00	3.504612e-06	-4.594094e-03	-3.722649e-07	-4.569325e-03	-8.166274e-02	-1.770334e-04	3.362163e-01
1.730000e+00	3.539939e-06	-4.730226e-03	-3.864396e-07	-4.712982e-03	-8.177610e-02	-1.837016e-04	3.404663e-01
1.740000e+00	3.577559e-06	-4.868453e-03	-4.029803e-07	-4.858864e-03	-8.188680e-02	-1.905409e-04	3.447151e-01
1.750000e+00	3.617530e-06	-5.008775e-03	-4.220269e-07	-5.006971e-03	-8.199506e-02	-1.975513e-04	3.489627e-01
1.760000e+00	3.659912e-06	-5.151192e-03	-4.437186e-07	-5.157304e-03	-8.210107e-02	-2.047350e-04	3.532092e-01
1.770000e+00	3.704761e-06	-5.295704e-03	-4.681947e-07	-5.309862e-03	-8.220502e-02	-2.120922e-04	3.574547e-01
1.780000e+00	3.752139e-06	-5.442311e-03	-4.955931e-07	-5.464646e-03	-8.230710e-02	-2.196247e-04	3.616992e-01
1.790000e+00	3.802103e-06	-5.591014e-03	-5.260524e-07	-5.621655e-03	-8.240744e-02	-2.273342e-04	3.659427e-01
1.800000e+00	3.854719e-06	-5.741812e-03	-5.597088e-07	-5.780891e-03	-8.250621e-02	-2.352225e-04	3.701854e-01
1.810000e+00	3.910050e-06	-5.894706e-03	-5.966991e-07	-5.942352e-03	-8.260354e-02	-2.432930e-04	3.744273e-01
1.820000e+00	3.968154e-06	-6.049695e-03	-6.371587e-07	-6.106039e-03	-8.269954e-02	-2.515480e-04	3.786684e-01
1.830000e+00	4.029102e-06	-6.206780e-03	-6.812222e-07	-6.271953e-03	-8.279433e-02	-2.599912e-04	3.829087e-01
1.840000e+00	4.092951e-06	-6.365961e-03	-7.290235e-07	-6.440092e-03	-8.288802e-02	-2.686257e-04	3.871483e-01
1.850000e+00	4.159775e-06	-6.527237e-03	-7.806954e-07	-6.610457e-03	-8.298069e-02	-2.774559e-04	3.913872e-01
1.860000e+00	4.229641e-06	-6.690608e-03	-8.363702e-07	-6.783049e-03	-8.307243e-02	-2.864862e-04	3.956255e-01
1.870000e+00	4.302614e-06	-6.856075e-03	-8.961795e-07	-6.957866e-03	-8.316331e-02	-2.957209e-04	3.998631e-01
1.880000e+00	4.378764e-06	-7.023637e-03	-9.602544e-07	-7.134908e-03	-8.325342e-02	-3.051645e-04	4.041000e-01
1.890000e+00	4.458166e-06	-7.193294e-03	-1.028725e-06	-7.314177e-03	-8.334281e-02	-3.148228e-04	4.083363e-01
1.900000e+00	4.540884e-06	-7.365046e-03	-1.101722e-06	-7.495671e-03	-8.343155e-02	-3.247003e-04	4.125721e-01
1.910000e+00	4.626996e-06	-7.538894e-03	-1.179374e-06	-7.679390e-03	-8.351967e-02	-3.348034e-04	4.168072e-01
1.920000e+00	4.716572e-06	-7.714836e-03	-1.261811e-06	-7.865335e-03	-8.360724e-02	-3.451373e-04	4.210417e-01
1.930000e+00	4.809690e-06	-7.892873e-03	-1.349161e-06	-8.053505e-03	-8.369430e-02	-3.557079e-04	4.252757e-01
1.940000e+00	4.906426e-06	-8.073004e-03	-1.441556e-06	-8.243900e-03	-8.378087e-02	-3.665209e-04	4.295091e-01
1.950000e+00	5.006852e-06	-8.255230e-03	-1.539124e-06	-8.436520e-03	-8.386701e-02	-3.775827e-04	4.337419e-01
